日期,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,中国中车,中国石油,中国国旅,建设银行,中国银行,中国重工
Date,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600340.SH,600519.SH,600547.SH,600585.SH,600690.SH,600703.SH,600837.SH,600887.SH,601088.SH,601111.SH,601166.SH,601186.SH,601318.SH,601328.SH,601390.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601766.SH,601857.SH,601888.SH,601939.SH,601988.SH,601989.SH
2010/04/19,79.3749,45.4671,77.8155,16.4522,83.0807,266.4022,49.5936,88.6161,8.3879,88.3278,188.5265,338.2779,401.0580,35.4102,672.6722,410.1635,47.3908,153.1662,143.5551,283.7874,351.3474,28.3072,13.1551,32.5736,8.0586,50.3758,8.1503,5.4300,4.9685,26.5851,28.2539,4.0800,20.0200,5.2493,13.0240,17.9800,5.5876,4.2957,6.7000
2010/04/20,79.2976,45.3898,77.9254,16.1048,83.0807,264.0447,48.8847,88.6161,8.2299,85.5516,198.9728,349.3103,394.4920,33.6429,660.5221,416.8849,47.3425,145.4275,146.2296,271.6223,368.9251,28.2154,13.6817,31.7875,8.0384,51.8192,8.1503,5.4000,4.9152,27.1725,28.3773,4.0500,19.7600,5.2493,12.9510,18.2400,5.5666,4.3063,6.8000
2010/04/21,80.5331,46.3172,78.5848,16.2256,83.0807,267.3627,49.4924,88.9827,8.4023,87.9113,209.5835,349.6830,404.6072,32.4292,681.2324,420.2724,48.0427,147.2664,155.3735,274.2834,381.6431,28.7562,14.2488,32.2172,8.0889,53.2524,8.2142,5.4200,4.9578,28.1308,28.6446,4.0700,19.9400,5.3498,13.0970,18.7300,5.6085,4.3169,6.8500
2010/04/22,77.9464,46.4718,76.4966,15.8932,83.0807,265.4418,47.8719,87.7781,8.2299,86.8471,212.4624,353.6338,394.1371,30.8110,683.7177,426.8862,47.4270,148.7222,152.4821,266.6803,380.2989,28.1541,14.3501,30.8967,7.9677,52.9965,7.8093,5.3200,4.8832,27.7083,27.9249,4.0200,19.3300,5.2392,12.8676,19.1200,5.4408,4.2533,6.7400
2010/04/23,78.7186,46.1369,76.0569,15.6062,83.0807,263.6081,47.8381,88.3019,8.0432,84.1173,205.6354,349.4594,383.8445,29.2779,661.9488,412.5294,47.4270,143.8950,147.9644,264.3994,369.3387,28.0827,14.1273,30.9281,8.0788,52.9965,7.6602,5.4100,4.8512,27.7908,27.8941,4.0600,19.3600,5.2493,12.7738,19.1500,5.4198,4.2851,6.6800
2010/04/26,78.9888,47.1158,75.3975,15.4702,83.0807,262.6476,47.4330,87.9352,8.3161,86.2456,202.3452,343.3469,368.2281,27.8086,630.1929,412.7983,46.7148,141.0600,145.2538,259.0772,354.5528,27.9500,13.9956,30.6347,8.0687,51.8909,7.5963,5.3800,4.8299,26.6264,27.4828,4.0200,19.0200,5.2794,12.7216,19.1700,5.3884,4.2851,6.7000
2010/04/27,77.6376,45.3125,74.0786,15.0925,83.0807,247.7165,46.5890,86.9080,8.5603,86.0143,205.2241,337.5325,351.9018,29.1288,611.8758,401.7215,45.1335,135.0836,142.7238,249.0030,337.9056,27.1133,13.7019,30.2364,7.9576,50.8160,7.4471,5.2200,4.7552,25.6990,27.1743,3.9300,18.3700,5.3398,12.4297,18.8300,5.3464,4.2851,6.5700
2010/04/28,77.6376,43.4063,73.8587,15.1530,83.0807,251.7331,46.6565,85.2643,8.4454,88.5128,201.8517,341.7814,351.9018,29.7676,608.1019,407.6363,44.2161,141.8262,144.8201,248.8129,343.6959,26.8684,13.3475,30.1106,7.9475,50.1506,7.4578,5.1800,4.7766,25.1838,26.8351,3.9100,18.3300,5.4202,12.5027,19.8300,5.3779,4.2957,6.5300
2010/04/29,77.9464,41.6030,75.2876,15.0472,83.0807,246.6687,47.3655,84.8534,8.3161,87.5874,188.5265,327.7673,355.8059,28.7242,617.8588,397.7425,44.4938,137.8419,142.7238,245.3915,344.2129,26.7357,13.3475,30.1211,7.9071,49.6081,7.4684,5.1600,4.7872,25.3177,26.8762,3.9100,18.0100,5.3901,12.4609,19.0200,5.4513,4.3593,6.5000
2010/04/30,79.4907,41.3197,77.1560,15.2285,83.0807,243.7873,48.1757,84.5795,8.4597,87.2173,183.9203,318.8966,361.1297,28.8307,593.8348,387.5260,44.8438,138.4549,134.1944,255.2756,342.8688,27.0623,12.5981,31.3054,8.0283,50.5703,7.5856,5.1800,4.8405,26.1008,27.3183,3.9400,18.4600,5.3498,12.6174,19.3800,5.5037,4.4442,6.7500
2010/05/04,77.9464,39.4134,75.8371,15.0472,74.7841,240.3820,46.9266,78.2103,8.4597,85.1814,189.5958,325.8292,341.7866,27.3828,592.0399,399.4631,43.1418,137.5354,135.2064,248.6228,343.2824,26.6031,12.6588,30.3727,7.9374,50.4680,7.4258,5.0900,4.7872,25.9875,26.9790,3.8600,17.8000,5.3800,12.4818,19.8600,5.4618,4.3806,6.8600
2010/05/05,78.4097,39.3361,77.1560,14.9264,69.0138,239.9454,47.0954,78.2788,8.3448,85.0889,195.7649,327.8418,347.8202,27.4893,601.9348,401.2913,42.4658,138.5315,143.3021,251.4740,350.2100,26.3377,13.5601,30.8338,8.0283,49.9254,7.5110,5.0800,4.7979,26.4203,26.7528,3.8800,17.9700,5.4202,12.4297,20.2300,5.4408,4.3806,7.5000
2010/05/06,73.5067,36.5798,73.7488,14.0954,63.5019,224.2284,44.9347,73.0054,7.9427,82.6366,189.2668,325.8292,331.4940,26.1052,586.1029,399.4094,41.1622,135.6199,143.3744,235.6975,343.1790,24.7969,13.0639,28.8844,7.7860,47.3355,7.1760,4.8400,4.6913,24.9055,25.6115,3.7300,16.7800,5.3599,11.7936,19.8400,5.3360,4.2957,7.5000
2010/05/07,71.6150,35.1114,73.0894,13.6120,63.2722,215.6714,45.1035,72.6630,7.6842,80.4157,184.3315,332.6126,321.7337,24.8063,598.3450,417.4763,39.5929,124.5864,152.5906,228.2844,335.0105,24.1234,12.4462,28.1613,7.6446,47.4276,7.1868,4.7500,4.6806,24.3388,25.4984,3.6900,16.7800,5.2090,11.5120,20.9600,5.3255,4.2745,7.5000
2010/05/10,73.2750,35.6524,74.9578,13.7480,63.1287,224.4904,45.8800,74.9915,7.8709,80.2769,180.7946,325.1583,331.8489,23.6139,614.5911,407.2599,40.7759,129.1071,148.2535,229.0447,326.5318,24.6336,11.2005,28.8530,7.7153,49.3521,7.2733,4.8100,4.7233,25.3589,26.0125,3.7400,16.7800,5.2895,11.5537,20.2800,5.3569,4.3381,7.5000
2010/05/11,72.3871,34.5962,73.1993,13.5365,60.1431,226.5860,45.0023,73.0054,7.7560,78.1023,172.9805,320.9093,324.3956,22.4428,615.1434,421.0252,39.3998,131.1759,141.3505,221.0614,318.0532,24.2560,10.4714,27.8573,7.6648,47.9292,7.1220,4.7200,4.7233,24.8540,25.0049,3.7400,16.1400,5.1789,11.4495,19.4100,5.2835,4.2639,7.5000
2010/05/12,74.0858,34.2356,74.9578,13.6271,60.3153,226.3240,46.0826,75.6079,7.7560,77.9635,174.7078,308.6842,322.7985,21.8040,612.9343,423.1760,39.6171,126.8851,132.2789,222.7721,313.4002,24.3683,10.8562,28.8006,7.7658,49.7616,7.3165,4.7600,4.8619,25.7299,25.5704,3.7700,16.3700,5.0180,11.5850,17.4700,5.3989,4.3063,7.5000
2010/05/13,76.0933,35.4463,75.5074,14.0501,62.0378,248.0658,47.4330,75.9503,7.9858,82.1277,180.7946,318.1512,334.6883,22.0808,620.7122,426.1872,40.5707,135.6965,139.0374,226.7638,326.7386,25.0112,11.3626,29.5971,7.8365,50.5499,7.5326,4.8300,4.8832,26.3172,26.3313,3.7700,16.5400,5.0884,11.6997,18.2200,5.4303,4.3806,7.5000
2010/05/14,74.8965,35.1629,74.8479,13.8990,60.8895,244.5732,46.8591,74.6491,7.9570,80.5545,180.7946,332.0163,340.1895,22.1021,621.0804,427.1551,40.7156,134.7005,137.7001,222.2019,329.8406,24.9601,11.1398,29.2617,7.7557,49.4443,7.4246,4.7700,4.8299,25.9463,26.0948,3.7000,16.1600,5.0884,11.6267,18.2300,5.3989,4.3381,7.5000
2010/05/17,72.0396,32.3808,72.6497,13.2645,56.0378,228.3323,45.0360,69.1702,7.6267,75.0022,173.3917,326.6491,316.0319,20.9949,597.3785,451.0594,38.1686,129.1071,132.3873,201.8635,313.6070,23.7968,10.4410,27.9621,7.3921,46.5984,7.2300,4.5100,4.6806,24.6273,24.6451,3.5100,14.9100,4.9074,11.1888,17.9000,5.2416,4.2002,7.5000
2010/05/18,74.7035,32.6899,74.2984,13.2645,57.6168,245.0971,46.4877,74.6491,7.5836,76.7142,173.4740,319.1948,316.3925,20.6542,598.8053,424.8939,39.3515,132.8615,134.9172,209.2766,320.4313,24.4601,10.6638,29.3770,7.4527,47.7961,7.4246,4.6000,4.6806,24.9571,25.3339,3.6700,15.2300,4.9275,11.3556,17.6700,5.3045,4.1896,7.5000
2010/05/19,74.3560,32.4323,73.8587,13.3854,56.8130,245.2717,46.0488,73.3479,7.4543,76.6679,172.5692,324.2637,314.9502,20.0580,597.5166,426.5090,40.1361,136.9991,142.7238,209.2766,333.8731,24.3887,10.8562,29.1674,7.3416,47.4071,7.3489,4.5500,4.6806,24.1842,25.3956,3.6000,15.0400,4.9375,11.3348,17.5500,5.2731,4.1366,7.5000
2010/05/20,73.0048,31.5823,73.1993,13.2343,56.3249,245.2717,45.7450,72.1151,7.2964,75.4187,172.6514,321.2820,314.5896,20.0580,605.1104,407.1272,41.5122,139.0679,147.8921,203.7643,334.5969,24.3070,10.4916,28.3080,7.2911,45.9944,7.2625,4.5100,4.7019,22.9477,24.6759,3.6000,14.8000,4.8571,11.3348,16.7900,5.2416,4.1260,7.5000
2010/05/21,74.2402,32.7415,73.5290,13.2796,56.8130,254.0906,46.1501,76.4297,7.2389,77.8709,173.8853,323.5183,320.1783,20.0154,617.6747,407.7732,42.0916,142.2094,152.8435,205.8551,341.5246,24.5315,10.6233,28.4966,7.3012,46.2504,7.3057,4.5300,4.7552,22.9271,24.6965,3.6500,14.9400,4.9275,11.3035,17.0900,5.2731,4.2002,7.5000
2010/05/24,76.2091,33.8749,75.3975,13.7026,60.2579,259.5916,47.3317,83.2097,7.4543,80.7859,181.8639,332.4635,336.0430,21.0162,625.7747,422.6327,42.9487,147.6495,155.9517,218.0202,341.5246,25.4193,11.4031,29.4085,7.4527,48.0009,7.5218,4.6600,4.8512,23.6278,25.5190,3.7300,16.1900,5.0884,11.5746,17.7400,5.3674,4.2533,7.5000
2010/05/25,73.8927,33.6431,72.9795,13.3249,58.9660,249.2882,46.2176,79.8540,7.2245,80.7859,180.6301,340.4397,325.0459,22.0595,604.0519,424.3555,41.6450,143.8184,150.8196,211.9377,324.4639,24.5724,11.1398,29.4085,7.2406,46.3220,7.2409,4.5300,4.7979,22.4325,24.6656,3.6300,15.6700,5.0280,11.3139,17.5700,5.2416,4.1472,7.5000
2010/05/26,73.7769,35.5236,72.9795,13.3098,59.1383,249.1136,46.0488,80.1279,7.2533,79.6754,182.0284,331.8672,317.6544,23.1668,607.2275,425.1092,42.2606,142.2094,151.7593,213.0781,308.2303,24.5009,11.2208,29.4085,7.2507,46.4960,7.1544,4.5400,4.8192,22.3707,24.8199,3.6200,15.2400,4.9878,11.2722,17.6300,5.2311,4.1578,7.5000
2010/05/27,74.5491,36.9404,73.8587,13.4156,59.9134,252.1697,46.4202,80.3334,7.3538,79.8605,186.8814,339.6197,325.7670,23.7630,607.2275,433.1850,42.9608,144.5080,152.3014,214.9789,309.1609,24.9193,11.5651,29.4085,7.4022,47.1922,7.3705,4.6700,4.8414,22.8344,25.3237,3.6800,15.3300,5.0582,11.3869,17.9100,5.2731,4.1578,7.5000
2010/05/28,73.8541,36.2191,73.4191,13.3854,59.2531,247.1053,45.9813,78.3473,7.5692,79.9068,189.9248,348.1176,332.7980,23.2945,607.2275,436.7384,42.9487,143.2054,152.3014,211.9377,296.0293,24.8173,11.5044,29.4085,7.4123,47.0488,7.3057,4.6600,4.7971,22.9374,25.4265,3.6500,15.1100,5.0381,11.4286,18.2900,5.2521,4.2533,7.5000
2010/05/31,71.5764,34.4417,71.8804,13.0228,56.8417,236.5400,44.6647,75.6764,7.3538,76.8993,183.4267,340.5142,322.7023,22.9113,606.9513,426.2937,42.4779,144.2015,146.0128,202.2437,297.0633,24.1744,10.9474,29.4085,7.2709,46.4346,7.1004,4.5600,4.7195,22.3398,24.7890,3.5900,14.3800,5.0079,11.3139,17.3900,5.1997,4.3381,7.5000
2010/06/01,71.1131,33.7461,70.7813,12.8566,55.9517,230.2533,44.3271,73.4163,7.2389,75.0948,180.9591,335.2962,314.5896,21.8253,610.4030,436.9537,41.5122,141.3665,138.5314,197.1115,298.9245,23.8172,10.7347,29.4085,7.2911,47.0079,7.0031,4.5600,4.6863,22.0512,25.0152,3.5900,14.0000,4.9174,11.3243,17.6800,5.1577,4.3487,7.5000
2010/06/02,71.0359,34.5447,70.5615,12.8113,57.1287,238.7230,44.3608,75.6079,7.2533,76.3903,182.6042,329.4818,318.7361,22.9113,617.4446,433.4004,41.4036,144.3548,144.0611,202.2437,302.5434,24.0111,10.7651,27.7140,7.2911,46.5779,6.9274,4.5500,4.6641,22.0925,24.8301,3.6102,14.4100,4.9074,11.2305,18.0900,5.1577,4.1260,7.5000
2010/06/03,70.2637,33.9007,69.5723,12.6753,56.3249,234.4445,44.3946,73.4163,7.2964,75.9276,183.8380,333.9544,320.1783,22.7409,621.4486,430.7084,41.4036,147.8793,147.9644,196.5413,299.0279,24.0111,10.5929,27.3461,7.2305,46.7110,6.9382,4.4900,4.6752,22.0925,25.0666,3.5900,13.9500,4.8772,11.2094,18.0000,5.1263,4.0730,7.5000
2010/06/04,70.1479,33.9780,68.6930,12.6904,57.2436,236.1035,44.4959,74.7176,7.3251,76.2052,183.6735,349.7576,320.1783,22.8048,635.6697,419.9407,41.2950,147.8793,149.6269,201.2933,285.4827,24.0928,10.5524,26.9224,7.2608,46.6291,6.9058,4.4600,4.6752,22.3398,25.0666,3.5799,14.2900,4.8571,11.1988,18.2100,5.0948,4.0069,7.5000
2010/06/07,68.1018,33.1794,66.7147,12.3883,55.9230,230.7772,43.2130,72.8000,7.1958,74.0769,182.7687,365.5608,317.6544,21.6763,649.2004,419.7254,40.0879,141.5964,147.8560,196.1611,290.4458,23.5417,10.2790,25.8411,7.3113,45.5952,6.6789,4.5100,4.5644,21.7215,24.4908,3.5194,13.9700,4.9677,10.9561,18.1100,4.9586,3.9078,7.5000
2010/06/08,67.1752,33.8234,66.6048,12.3278,56.2388,233.9206,42.2677,72.9369,7.2102,74.8611,184.0848,367.1262,329.7332,21.1014,644.8743,427.0474,39.9551,141.4431,162.6380,198.8222,290.4458,23.3886,10.4106,25.4955,7.2406,45.3290,6.6465,4.5000,4.5422,21.2063,24.0385,3.5093,14.2300,4.9576,10.9561,18.4600,4.9166,3.8638,7.5000
2010/06/09,71.4219,34.6220,69.7921,12.6753,58.1622,247.1053,43.9894,77.3885,7.3682,75.5849,184.0848,372.9406,336.9444,22.1660,650.8573,432.9697,40.8000,153.2428,163.7584,206.4254,311.1255,23.9193,10.6436,26.8890,7.3719,46.7520,6.8950,4.5900,4.6530,22.1131,24.9741,3.5799,14.8200,5.0381,11.1883,19.1600,5.0634,3.9959,7.5000
2010/06/10,69.2975,34.4417,67.7038,12.4940,57.0713,251.4711,42.8078,75.6764,7.3538,74.5594,188.2797,373.6860,335.3219,22.1447,650.5351,427.1551,41.0415,153.7026,162.0236,203.0040,310.5051,23.6438,10.7651,25.8634,7.3012,45.8409,6.8950,4.5500,4.5866,21.4845,24.4806,3.5295,14.4400,5.0280,11.2199,19.4800,5.0005,3.9078,7.5000
2010/06/11,69.9045,34.1841,68.0336,12.5998,57.5881,250.9472,42.9766,76.5667,7.3682,74.8007,185.4008,365.2626,336.5839,21.5272,638.3850,423.6018,41.1501,154.6220,162.8187,203.0040,309.9881,23.8274,10.8258,25.9414,7.3416,46.3834,6.8950,4.5700,4.6198,21.8967,24.6142,3.5597,14.3200,5.0280,11.2833,19.4800,5.0319,3.9078,7.5000
2010/06/17,70.0562,33.5143,68.1435,12.6304,57.5881,249.1136,43.3480,77.3200,7.3251,75.5849,173.8030,336.1161,328.1107,21.3143,628.1219,424.6785,42.2486,156.3077,156.0963,201.4833,309.0575,23.8070,10.9777,26.0418,7.3820,46.1070,6.8950,4.5700,4.6863,21.7215,24.6142,3.5698,14.1800,5.0280,11.2727,19.1300,5.0529,3.9189,7.5000
2010/06/18,70.3091,32.6127,68.1435,12.5998,57.4732,243.1761,43.4155,76.8406,7.2389,72.6894,162.0407,323.5929,317.6544,21.1014,608.7002,427.0474,41.2708,153.1662,150.1329,197.6818,297.5803,23.5621,11.1600,26.0529,7.3820,45.9944,6.8950,4.5700,4.6198,21.8761,24.6759,3.5093,13.9100,4.8772,11.1672,18.3200,5.0319,3.8418,7.5000
2010/06/21,73.2429,33.3855,70.2317,12.9060,59.5689,255.7496,45.1035,80.8128,7.5980,72.6894,163.7680,320.9093,327.5699,22.1660,618.7332,430.6008,44.0515,158.4531,155.0843,203.7643,306.2658,24.6336,11.8791,27.5356,7.4729,48.1340,6.8950,4.5300,4.7417,23.4835,25.9200,3.5900,14.4100,5.0481,11.3888,19.4600,5.2102,3.9519,7.5000
2010/06/22,73.2935,33.6173,70.2317,13.0131,59.7699,253.1302,44.9685,81.0182,7.5690,72.6894,164.2615,322.6983,328.2910,22.5919,608.3780,424.3555,43.8807,158.9128,160.5056,202.0536,306.7828,24.4499,11.7069,27.5021,7.4830,48.2261,6.8950,4.5100,4.7306,23.4938,25.9714,3.5799,14.3500,5.0683,11.3571,19.5400,5.2311,3.9409,7.5000
2010/06/23,72.0795,32.9991,69.3525,12.8907,59.8847,251.1219,44.9685,79.7855,7.4965,72.6894,163.6035,312.9332,319.2769,22.6132,606.1229,418.8640,43.1978,155.0818,157.9757,200.7230,311.3323,24.0009,11.4335,27.0897,7.4729,47.8678,6.9850,4.4600,4.6973,23.3290,26.0022,3.5597,14.2900,5.0280,11.3677,19.6500,5.1682,3.9078,7.5000
2010/06/24,72.5347,32.6127,69.5723,12.8141,60.0612,253.8873,44.8672,79.3746,7.5545,72.6894,163.4390,315.2440,317.6544,22.4002,598.1609,412.7264,42.5880,155.8480,161.0116,199.7726,316.9158,24.0417,11.7170,27.1231,7.4931,48.3080,7.0637,4.4300,4.7306,23.6999,26.2878,3.5597,14.2400,4.9878,11.3571,19.8900,5.1682,3.9078,7.5000
2010/06/25,72.8382,31.7883,69.9020,12.7835,58.2077,247.4347,45.2048,78.3473,7.7140,73.9562,158.9973,300.1862,302.3306,21.8466,600.6922,416.3874,41.7830,155.8480,164.1198,196.1611,323.4299,23.9703,11.7778,27.0785,7.4022,48.6356,7.1087,4.3900,4.7306,24.3800,26.5415,3.5900,13.9900,4.9174,11.3044,19.7500,5.1577,3.9078,7.5000
2010/06/28,72.9900,31.7883,69.7921,12.6151,56.6191,247.4347,45.6437,78.3473,7.8590,75.5849,154.8023,300.1862,287.0067,21.5059,589.1404,411.9726,41.2464,157.9934,155.0482,195.2107,316.2954,23.6233,11.2512,27.4018,7.3921,47.9190,7.1762,4.3700,4.7195,24.0194,26.6684,3.6203,13.9400,4.9275,11.2622,19.2100,5.1473,3.9078,7.5000
2010/06/29,69.6010,30.5261,66.7147,12.2783,53.0004,235.8465,43.9894,72.8000,7.6125,73.7149,143.9447,292.9555,268.0773,21.5059,581.1324,388.4990,39.0268,147.2664,150.9642,182.0287,303.9910,22.5825,10.4106,25.8634,7.2507,47.9190,6.8275,4.3700,4.5644,23.0199,25.5581,3.5295,13.0100,4.8470,10.8611,18.9700,4.9690,3.8198,7.5000
2010/06/30,68.7917,30.6291,66.4948,11.9721,51.6323,240.5871,43.9219,70.0606,7.7285,74.0165,143.9447,291.2410,263.0294,21.5059,586.1489,391.9447,39.2951,146.3469,147.8560,175.6315,303.7842,22.4192,10.4106,25.6739,7.2709,47.9190,6.7600,4.1500,4.4979,23.4629,26.1186,3.5396,12.8300,4.8470,10.8188,19.1500,4.9271,3.7317,7.5000
2010/07/01,68.2858,29.9593,66.2750,11.9568,50.3526,236.5049,43.9562,69.3072,7.5980,75.1023,135.3903,275.4378,249.1478,20.6542,584.5841,373.1012,38.3926,141.4431,147.8198,175.6315,301.6128,22.1743,10.0258,25.3060,7.2204,47.9190,6.6363,4.1100,4.4758,23.4423,26.1186,3.5799,12.7500,4.8370,10.7555,19.1800,4.9271,3.7317,7.5000
2010/07/02,69.1457,29.6760,66.8246,11.9874,51.1469,237.2950,44.2994,71.9781,7.5980,74.7404,135.4726,278.6432,248.7872,21.0588,587.6217,355.8728,38.9048,142.3626,140.4108,177.3762,289.9288,22.1335,9.9954,25.6181,7.3921,47.9190,6.6701,4.1900,4.4979,23.9436,26.7848,3.7110,12.9400,5.0280,10.9033,19.0300,5.0110,3.7427,7.5000
2010/07/05,68.4376,29.0062,66.4948,11.8955,50.3967,243.0891,43.8533,73.8957,7.6270,74.2578,132.5114,282.4449,241.0352,20.3774,584.4165,347.1510,38.3438,143.9716,152.8797,173.8868,291.3764,21.7046,10.1068,25.3394,7.3719,47.9190,6.6138,4.1600,4.4979,24.0062,26.5310,3.6707,12.6300,5.1286,10.9138,19.2900,5.0319,3.7097,7.5000
2010/07/06,69.9551,29.5987,67.4840,12.0946,51.1469,251.9120,45.0543,74.9915,7.7285,75.0420,137.5289,282.4449,248.2464,20.6755,592.7315,352.3195,38.7097,149.4118,153.5664,176.9885,294.6852,22.0812,10.4511,25.9303,7.4628,47.9190,6.7263,4.2300,4.5866,24.4239,26.7213,3.6908,12.8700,5.1085,11.0088,19.4500,5.1787,3.8308,7.5000
2010/07/07,69.6010,29.8821,67.3741,12.1099,51.7206,255.7308,45.1229,74.7176,7.7575,75.8865,140.5723,288.4829,254.0154,20.8458,591.4308,346.2896,39.2219,155.7713,153.4218,177.5700,299.7517,22.2904,10.6942,26.0195,7.5335,47.9190,6.7038,4.2800,4.5644,24.7580,26.6790,3.6606,13.0100,5.1286,10.9877,19.5200,5.1787,3.8308,7.5000
2010/07/08,69.7527,29.8048,67.9237,12.1558,51.1028,253.0971,45.3288,75.3339,7.6415,78.7217,143.3690,283.2649,251.1309,20.5051,596.0760,351.3504,39.9293,154.9285,149.8076,175.4377,302.0264,22.2381,10.5220,26.4096,7.4325,47.9190,6.7151,4.2600,4.5755,24.3821,26.4252,3.6303,12.8600,5.0881,10.9561,19.4000,5.1459,3.8198,7.5000
2010/07/09,71.9783,30.7837,69.7921,12.3854,52.2943,261.5249,46.7700,78.2103,7.8300,81.0743,146.1656,290.7192,259.7843,20.9523,608.8040,359.3185,40.8561,158.9894,156.0963,179.7024,304.4046,23.2004,10.9271,27.7251,7.5840,47.9190,6.8838,4.3300,4.6420,24.0062,26.0763,3.7009,13.1600,5.1894,11.1144,21.3400,5.2443,3.8968,7.5000
2010/07/12,72.9900,30.8610,70.7813,12.4773,53.2652,267.3190,47.7308,81.0867,7.8880,82.2808,148.0575,290.7938,264.2914,21.6337,607.1781,367.7173,41.3196,158.4531,153.4941,182.2225,299.2347,23.2946,11.0790,28.0818,7.6042,47.9190,7.0300,4.3400,4.7638,22.6070,24.9025,3.7614,13.3200,5.1995,11.1038,21.3600,5.2880,3.9299,7.5000
2010/07/13,71.6748,30.0109,70.2317,12.2323,51.9413,263.2368,47.1474,77.5939,7.8445,82.2205,141.8884,291.0174,256.1787,20.8884,601.7897,356.9496,40.0024,151.9403,154.9398,177.1823,300.0619,22.7716,11.0993,27.6248,7.5032,47.9190,6.9400,4.2800,4.7084,22.6279,24.3632,3.6808,12.9500,5.1286,10.9349,21.3400,5.2006,3.8638,7.5000
2010/07/14,72.8888,30.7064,70.6714,12.4314,52.3384,269.8210,47.4906,77.4570,7.8155,83.0650,144.3560,283.2649,256.7196,20.8884,604.9949,358.8878,41.4415,157.3804,153.3857,178.5393,295.2021,22.9598,11.2410,28.2045,7.5941,47.9190,7.0187,4.3500,4.7084,22.2311,24.1412,3.7009,13.1500,5.3617,10.9877,20.9900,5.2552,3.8858,7.5000
2010/07/15,71.3208,30.2169,70.1400,12.1711,50.7939,267.0557,46.5298,76.9091,7.5690,83.4269,140.7368,284.7557,252.5731,20.5051,612.3808,351.1351,40.7830,158.1466,147.7114,174.6622,289.9288,22.6670,10.9474,27.4687,7.5234,47.9190,6.8500,4.3200,4.6309,21.8656,23.6442,3.6404,12.7600,5.2705,10.8505,20.7300,5.1459,3.7978,7.5000
2010/07/16,71.5737,30.5518,69.8743,12.0180,50.5291,267.1874,46.8386,77.1145,7.4675,83.4269,141.7239,285.5012,263.7505,20.7394,621.5784,352.5349,40.5391,159.2193,149.1932,174.8561,292.3070,22.6983,10.7853,27.3349,7.5436,47.9190,6.8163,4.3200,4.5976,21.8447,23.6019,3.6303,12.8300,5.2806,10.7766,20.9400,5.1678,3.7758,6.7560
2010/07/19,73.4958,31.4534,70.9371,12.3854,51.8530,280.2241,48.0739,79.3746,7.5545,85.9002,144.6850,286.2466,277.0913,21.5911,630.8224,355.8728,41.3928,163.0504,150.5305,179.7024,299.9585,23.4305,11.5449,28.5166,7.5952,47.9190,6.9850,4.3707,4.6420,22.5965,24.2575,3.6908,13.6300,5.3820,10.8505,21.7400,5.2115,3.8088,7.0777
2010/07/20,74.1028,32.8187,71.8669,12.8294,53.2210,285.7548,48.0396,81.7031,7.6850,86.6241,153.2395,295.8627,286.4659,22.3151,634.1205,366.5329,43.0270,165.5023,155.1205,185.3242,308.8507,23.8803,11.8993,28.9737,7.7190,47.9190,7.0975,4.4316,4.6973,23.2126,24.5430,3.7413,14.1700,5.4124,11.0194,22.0600,5.2552,3.8748,7.1381
2010/07/21,74.1028,32.8703,71.4684,12.8907,53.3093,286.1499,47.9024,80.9497,7.8590,89.2180,156.3651,299.6644,294.0377,22.5919,640.4845,364.5947,43.7344,163.2036,155.2650,185.1303,310.8153,23.8489,12.2031,28.9291,7.7603,47.9190,7.0862,4.4721,4.6752,23.2857,24.3738,3.7614,14.1200,5.3921,11.0194,21.6100,5.2443,3.8858,7.0375
2010/07/22,74.8615,33.1794,71.9998,12.9672,53.8389,290.2321,48.5200,84.5795,7.8445,89.3386,156.6941,300.2608,294.0377,22.4428,640.8561,372.1321,43.8807,165.4256,156.8553,186.6812,320.4313,24.0686,12.3550,29.5980,7.7809,47.9190,7.1425,4.4924,4.7195,23.8809,24.8285,3.7816,14.2800,5.4023,11.0722,21.8100,5.3207,3.9078,7.0777
2010/07/23,75.4685,32.8960,72.9297,12.9825,55.0745,291.5490,48.9661,84.7849,7.9025,88.0115,156.7764,306.0006,287.7278,22.7409,653.6305,370.1939,44.5881,163.8932,155.1205,190.7521,329.9440,24.3092,12.4259,29.7875,7.7809,47.9190,7.1875,4.5025,4.7860,23.8391,24.8074,3.7917,14.4500,5.4225,11.1355,21.3600,5.3535,3.9299,7.0275
2010/07/26,75.3168,33.5658,72.9297,13.1356,54.7215,290.1004,48.9318,85.4698,7.9460,88.0115,162.4819,316.2131,289.5306,22.7409,654.7918,390.5449,44.2466,164.0465,156.4216,190.1705,326.8420,24.2150,12.5981,29.5422,7.9357,47.9190,7.1875,4.5938,4.7971,23.8913,24.7545,3.7917,14.3000,5.4833,11.1460,21.9400,5.3535,3.9189,7.3090
